日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅（%）,涨跌幅（%）,涨跌额,换手率（%）
2026-08-31,230.15,230.15,230.16,230.14,71863364,72009916161.00,0.01%,0.02%,0.04,0.00%
2026-08-28,230.16,230.11,230.16,230.08,93294555,93514319599.00,0.03%,-0.01%,-0.03,0.00%
2026-08-27,230.26,230.14,230.30,230.14,93938976,94367360058.00,0.07%,-0.04%,-0.10,0.00%
2026-08-26,230.31,230.24,230.33,230.23,80493087,81071026693.00,0.04%,-0.03%,-0.06,0.00%
2026-08-25,230.29,230.30,230.33,230.27,71726601,72375408148.00,0.03%,0.01%,0.02,0.00%
2026-08-24,230.22,230.28,230.28,230.22,70660152,71268415381.00,0.03%,0.04%,0.10,0.00%
2026-08-21,230.16,230.18,230.19,230.15,72981234,73626972011.00,0.02%,0.02%,0.04,0.00%
2026-08-20,230.24,230.14,230.24,230.10,81417824,82045845741.00,0.06%,-0.04%,-0.09,0.00%
2026-08-19,230.25,230.23,230.26,230.20,61758552,62311406427.00,0.03%,0.00%,-0.01,0.00%
2026-08-18,230.14,230.24,230.25,230.14,76532732,77114985822.00,0.05%,0.05%,0.11,0.00%
2026-08-17,230.15,230.13,230.16,230.11,67552226,67991956308.00,0.02%,0.01%,0.02,0.00%
2026-08-14,230.03,230.11,230.11,230.02,78162297,78650920683.00,0.04%,0.04%,0.09,0.00%
2026-08-13,229.91,230.02,230.03,229.91,95728352,96220381912.00,0.05%,0.05%,0.12,0.00%
2026-08-12,229.91,229.90,229.92,229.84,94023776,94404689160.00,0.03%,0.00%,0.00,0.00%
2026-08-11,229.82,229.90,229.92,229.78,95191708,95640354341.00,0.06%,0.04%,0.10,0.00%
2026-08-10,229.73,229.80,229.82,229.68,72119685,72436420718.00,0.06%,0.05%,0.11,0.00%
2026-08-07,229.61,229.69,229.70,229.60,53780514,53885517799.00,0.04%,0.04%,0.10,0.00%
2026-08-06,229.61,229.59,229.63,229.58,67827894,68017043355.00,0.02%,0.00%,-0.01,0.00%
2026-08-05,229.61,229.60,229.63,229.56,68511676,68755601198.00,0.03%,0.00%,0.00,0.00%
